graphName,type,version,totalNodes,totalEdges,communitySize,intra-degree,inter-degree,intra-degree_denseRank,intra-degree_reverseDenseRank,intra-degree_percentRank,intra-degree_averageRank,intra-degree_reverseAverageRank,inter-degree_denseRank,inter-degree_reverseDenseRank,inter-degree_percentRank,inter-degree_averageRank,inter-degree_reverseAverageRank,name,degree,betweenness,closeness,pageRank,transitivity,triangleCount,knn,eccentricity,degree_denseRank,degree_reverseDenseRank,degree_percentRank,degree_averageRank,degree_reverseAverageRank,betweenness_denseRank,betweenness_reverseDenseRank,betweenness_percentRank,betweenness_averageRank,betweenness_reverseAverageRank,closeness_denseRank,closeness_reverseDenseRank,closeness_percentRank,closeness_averageRank,closeness_reverseAverageRank,pageRank_denseRank,pageRank_reverseDenseRank,pageRank_percentRank,pageRank_averageRank,pageRank_reverseAverageRank,transitivity_denseRank,transitivity_reverseDenseRank,transitivity_percentRank,transitivity_averageRank,transitivity_reverseAverageRank,triangleCount_denseRank,triangleCount_reverseDenseRank,triangleCount_percentRank,triangleCount_averageRank,triangleCount_reverseAverageRank,knn_denseRank,knn_reverseDenseRank,knn_percentRank,knn_averageRank,knn_reverseAverageRank,eccentricity_denseRank,eccentricity_reverseDenseRank,eccentricity_percentRank,eccentricity_averageRank,eccentricity_reverseAverageRank,tau,sentinel,sentinelVar
erdosrenyi41,erdosrenyi,,41,144,,,,,,,,,,,,,,0,8,24.1,0.00855,0.0275,0.0357,1,6.8,3,6,5,0.68,29,13,26,15,0.65,27,15,14,9,0.62,27,15,22,11,0.68,28,14,2,21,0.05,3,39,2,10,0.05,4.5,37.5,2,19,0.05,3.5,37.5,3,1,0.05,22,20,0.5,2.52817,16.39427
erdosrenyi41,erdosrenyi,,41,144,,,,,,,,,,,,,,0,8,24.1,0.00855,0.0275,0.0357,1,6.8,3,6,5,0.68,29,13,26,15,0.65,27,15,14,9,0.62,27,15,22,11,0.68,28,14,2,21,0.05,3,39,2,10,0.05,4.5,37.5,2,19,0.05,3.5,37.5,3,1,0.05,22,20,1,0.88172,2.62632
erdosrenyi41,erdosrenyi,,41,144,,,,,,,,,,,,,,0,8,24.1,0.00855,0.0275,0.0357,1,6.8,3,6,5,0.68,29,13,26,15,0.65,27,15,14,9,0.62,27,15,22,11,0.68,28,14,2,21,0.05,3,39,2,10,0.05,4.5,37.5,2,19,0.05,3.5,37.5,3,1,0.05,22,20,5,0.14068,0.02677
erdosrenyi41,erdosrenyi,,41,144,,,,,,,,,,,,,,1,4,3.5,0.008,0.0151,0,0,9.8,3,2,9,0.02,3,39,3,38,0.05,3,39,7,16,0.18,8.5,33.5,2,31,0.02,2,40,1,22,0,1.5,40.5,1,11,0,1.5,40.5,19,2,0.97,39,2,3,1,0.05,22,20,0.5,3.10972,25.0885
erdosrenyi41,erdosrenyi,,41,144,,,,,,,,,,,,,,1,4,3.5,0.008,0.0151,0,0,9.8,3,2,9,0.02,3,39,3,38,0.05,3,39,7,16,0.18,8.5,33.5,2,31,0.02,2,40,1,22,0,1.5,40.5,1,11,0,1.5,40.5,19,2,0.97,39,2,3,1,0.05,22,20,1,1.68412,25.08745
erdosrenyi41,erdosrenyi,,41,144,,,,,,,,,,,,,,1,4,3.5,0.008,0.0151,0,0,9.8,3,2,9,0.02,3,39,3,38,0.05,3,39,7,16,0.18,8.5,33.5,2,31,0.02,2,40,1,22,0,1.5,40.5,1,11,0,1.5,40.5,19,2,0.97,39,2,3,1,0.05,22,20,5,0.2018,0.16899
erdosrenyi41,erdosrenyi,,41,144,,,,,,,,,,,,,,2,6,10.6,0.0082,0.0211,0.2,3,8.3,3,4,7,0.22,15,27,14,27,0.35,15,27,10,13,0.35,16,26,10,23,0.25,12,30,14,9,0.52,26,16,4,8,0.32,17.5,24.5,14,7,0.69,29,12,3,1,0.05,22,20,0.5,2.49252,13.26753
erdosrenyi41,erdosrenyi,,41,144,,,,,,,,,,,,,,2,6,10.6,0.0082,0.0211,0.2,3,8.3,3,4,7,0.22,15,27,14,27,0.35,15,27,10,13,0.35,16,26,10,23,0.25,12,30,14,9,0.52,26,16,4,8,0.32,17.5,24.5,14,7,0.69,29,12,3,1,0.05,22,20,1,0.98783,3.22416
erdosrenyi41,erdosrenyi,,41,144,,,,,,,,,,,,,,2,6,10.6,0.0082,0.0211,0.2,3,8.3,3,4,7,0.22,15,27,14,27,0.35,15,27,10,13,0.35,16,26,10,23,0.25,12,30,14,9,0.52,26,16,4,8,0.32,17.5,24.5,14,7,0.69,29,12,3,1,0.05,22,20,5,0.18226,0.21944
erdosrenyi41,erdosrenyi,,41,144,,,,,,,,,,,,,,3,0,0,0.00061,0.00374,0,0,,0,1,10,0,1,41,1,40,0,1,41,1,22,0,1,41,1,32,0,1,41,1,22,0,1.5,40.5,1,11,0,1.5,40.5,-2147483648,-2147483648,,41,41,1,3,0,1,41,0.5,7.58288,109.6516
