graphName,type,version,totalNodes,totalEdges,communitySize,intra-degree,inter-degree,intra-degree_denseRank,intra-degree_reverseDenseRank,intra-degree_percentRank,intra-degree_averageRank,intra-degree_reverseAverageRank,inter-degree_denseRank,inter-degree_reverseDenseRank,inter-degree_percentRank,inter-degree_averageRank,inter-degree_reverseAverageRank,name,degree,betweenness,closeness,pageRank,transitivity,triangleCount,knn,eccentricity,degree_denseRank,degree_reverseDenseRank,degree_percentRank,degree_averageRank,degree_reverseAverageRank,betweenness_denseRank,betweenness_reverseDenseRank,betweenness_percentRank,betweenness_averageRank,betweenness_reverseAverageRank,closeness_denseRank,closeness_reverseDenseRank,closeness_percentRank,closeness_averageRank,closeness_reverseAverageRank,pageRank_denseRank,pageRank_reverseDenseRank,pageRank_percentRank,pageRank_averageRank,pageRank_reverseAverageRank,transitivity_denseRank,transitivity_reverseDenseRank,transitivity_percentRank,transitivity_averageRank,transitivity_reverseAverageRank,triangleCount_denseRank,triangleCount_reverseDenseRank,triangleCount_percentRank,triangleCount_averageRank,triangleCount_reverseAverageRank,knn_denseRank,knn_reverseDenseRank,knn_percentRank,knn_averageRank,knn_reverseAverageRank,eccentricity_denseRank,eccentricity_reverseDenseRank,eccentricity_percentRank,eccentricity_averageRank,eccentricity_reverseAverageRank,tau,sentinel,sentinelVar
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,0,6,27.4,0.00699,0.0126,0.0667,1,8.3,3,5,8,0.08,12,53,25,40,0.38,25,40,15,19,0.3,22,43,10,36,0.17,13,52,4,19,0.16,13.5,51.5,2,12,0.11,11.5,53.5,10,17,0.37,25,40,1,2,0,25,40,0.5,2.67734,14.47766
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,0,6,27.4,0.00699,0.0126,0.0667,1,8.3,3,5,8,0.08,12,53,25,40,0.38,25,40,15,19,0.3,22,43,10,36,0.17,13,52,4,19,0.16,13.5,51.5,2,12,0.11,11.5,53.5,10,17,0.37,25,40,1,2,0,25,40,1,1.30105,19.99071
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,0,6,27.4,0.00699,0.0126,0.0667,1,8.3,3,5,8,0.08,12,53,25,40,0.38,25,40,15,19,0.3,22,43,10,36,0.17,13,52,4,19,0.16,13.5,51.5,2,12,0.11,11.5,53.5,10,17,0.37,25,40,1,2,0,25,40,5,0.16985,0.0617
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,1,6,18,0.00667,0.0124,0.0667,1,8.3,4,5,8,0.08,12,53,10,55,0.14,10,55,8,26,0.13,9,56,8,38,0.13,9,56,4,19,0.16,13.5,51.5,2,12,0.11,11.5,53.5,10,17,0.37,25,40,2,1,0.78,57,8,0.5,2.72991,15.37442
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,1,6,18,0.00667,0.0124,0.0667,1,8.3,4,5,8,0.08,12,53,10,55,0.14,10,55,8,26,0.13,9,56,8,38,0.13,9,56,4,19,0.16,13.5,51.5,2,12,0.11,11.5,53.5,10,17,0.37,25,40,2,1,0.78,57,8,1,1.02399,1.39608
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,1,6,18,0.00667,0.0124,0.0667,1,8.3,4,5,8,0.08,12,53,10,55,0.14,10,55,8,26,0.13,9,56,8,38,0.13,9,56,4,19,0.16,13.5,51.5,2,12,0.11,11.5,53.5,10,17,0.37,25,40,2,1,0.78,57,8,5,0.17602,0.07894
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,2,7,19.1,0.00699,0.014,0.19,4,8.6,3,6,7,0.29,25.5,39.5,13,52,0.19,13,52,15,19,0.3,22,43,13,33,0.29,21,44,19,4,0.84,56.5,8.5,5,9,0.57,43.5,21.5,13,14,0.51,35.5,29.5,1,2,0,25,40,0.5,2.6622,17.45253
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,2,7,19.1,0.00699,0.014,0.19,4,8.6,3,6,7,0.29,25.5,39.5,13,52,0.19,13,52,15,19,0.3,22,43,13,33,0.29,21,44,19,4,0.84,56.5,8.5,5,9,0.57,43.5,21.5,13,14,0.51,35.5,29.5,1,2,0,25,40,1,0.89237,0.89947
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,2,7,19.1,0.00699,0.014,0.19,4,8.6,3,6,7,0.29,25.5,39.5,13,52,0.19,13,52,15,19,0.3,22,43,13,33,0.29,21,44,19,4,0.84,56.5,8.5,5,9,0.57,43.5,21.5,13,14,0.51,35.5,29.5,1,2,0,25,40,5,0.15864,0.06406
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,3,8,40.9,0.00709,0.0161,0.107,3,8,3,7,6,0.51,37,28,39,26,0.6,39,26,17,17,0.43,29,36,22,24,0.57,37.5,27.5,9,14,0.37,24.5,40.5,4,10,0.41,31.5,33.5,7,20,0.21,15.5,49.5,1,2,0,25,40,0.5,2.6944,24.5639
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,3,8,40.9,0.00709,0.0161,0.107,3,8,3,7,6,0.51,37,28,39,26,0.6,39,26,17,17,0.43,29,36,22,24,0.57,37.5,27.5,9,14,0.37,24.5,40.5,4,10,0.41,31.5,33.5,7,20,0.21,15.5,49.5,1,2,0,25,40,1,1.09016,7.54247
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,3,8,40.9,0.00709,0.0161,0.107,3,8,3,7,6,0.51,37,28,39,26,0.6,39,26,17,17,0.43,29,36,22,24,0.57,37.5,27.5,9,14,0.37,24.5,40.5,4,10,0.41,31.5,33.5,7,20,0.21,15.5,49.5,1,2,0,25,40,5,0.15968,0.0737
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,4,7,30.8,0.00714,0.0142,0.19,4,8.6,3,6,7,0.29,25.5,39.5,29,36,0.44,29,36,18,16,0.48,31.5,33.5,15,31,0.38,25,40,19,4,0.84,56.5,8.5,5,9,0.57,43.5,21.5,13,14,0.51,35.5,29.5,1,2,0,25,40,0.5,2.71806,20.84656
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,4,7,30.8,0.00714,0.0142,0.19,4,8.6,3,6,7,0.29,25.5,39.5,29,36,0.44,29,36,18,16,0.48,31.5,33.5,15,31,0.38,25,40,19,4,0.84,56.5,8.5,5,9,0.57,43.5,21.5,13,14,0.51,35.5,29.5,1,2,0,25,40,1,1.02497,6.99405
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,4,7,30.8,0.00714,0.0142,0.19,4,8.6,3,6,7,0.29,25.5,39.5,29,36,0.44,29,36,18,16,0.48,31.5,33.5,15,31,0.38,25,40,19,4,0.84,56.5,8.5,5,9,0.57,43.5,21.5,13,14,0.51,35.5,29.5,1,2,0,25,40,5,0.16526,0.0699
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,5,10,53.2,0.00741,0.0195,0.2,9,7.7,3,9,4,0.79,54,11,51,14,0.79,51,14,22,12,0.57,39.5,25.5,38,8,0.89,57,8,20,3,0.94,61,4,9,5,0.9,59,6,5,22,0.14,11,54,1,2,0,25,40,0.5,2.01962,3.51035
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,5,10,53.2,0.00741,0.0195,0.2,9,7.7,3,9,4,0.79,54,11,51,14,0.79,51,14,22,12,0.57,39.5,25.5,38,8,0.89,57,8,20,3,0.94,61,4,9,5,0.9,59,6,5,22,0.14,11,54,1,2,0,25,40,1,0.80938,0.38796
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,5,10,53.2,0.00741,0.0195,0.2,9,7.7,3,9,4,0.79,54,11,51,14,0.79,51,14,22,12,0.57,39.5,25.5,38,8,0.89,57,8,20,3,0.94,61,4,9,5,0.9,59,6,5,22,0.14,11,54,1,2,0,25,40,5,0.14255,0.02195
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,6,9,38.9,0.00763,0.0172,0.0833,3,9.3,3,8,5,0.65,46,19,37,28,0.57,37,28,26,8,0.79,51.5,13.5,26,20,0.65,42.5,22.5,6,17,0.29,19,46,4,10,0.41,31.5,33.5,20,7,0.86,55.5,9.5,1,2,0,25,40,0.5,1.88336,5.0722
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,6,9,38.9,0.00763,0.0172,0.0833,3,9.3,3,8,5,0.65,46,19,37,28,0.57,37,28,26,8,0.79,51.5,13.5,26,20,0.65,42.5,22.5,6,17,0.29,19,46,4,10,0.41,31.5,33.5,20,7,0.86,55.5,9.5,1,2,0,25,40,1,0.87097,1.13753
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,6,9,38.9,0.00763,0.0172,0.0833,3,9.3,3,8,5,0.65,46,19,37,28,0.57,37,28,26,8,0.79,51.5,13.5,26,20,0.65,42.5,22.5,6,17,0.29,19,46,4,10,0.41,31.5,33.5,20,7,0.86,55.5,9.5,1,2,0,25,40,5,0.14284,0.02839
erdosrenyi64,erdosrenyi,,64,251,,,,,,,,,,,,,,7,8,37.3,0.00725,0.0159,0.143,4,8.9,3,7,6,0.51,37,28,35,30,0.54,35,30,20,14,0.52,34,31,21,25,0.56,36,29,15,8,0.67,46.5,18.5,5,9,0.57,43.5,21.5,16,11,0.65,43,22,1,2,0,25,40,0.5,2.33266,10.76332
