graphName,type,version,totalNodes,totalEdges,communitySize,intra-degree,inter-degree,intra-degree_denseRank,intra-degree_reverseDenseRank,intra-degree_percentRank,intra-degree_averageRank,intra-degree_reverseAverageRank,inter-degree_denseRank,inter-degree_reverseDenseRank,inter-degree_percentRank,inter-degree_averageRank,inter-degree_reverseAverageRank,name,degree,betweenness,closeness,pageRank,transitivity,triangleCount,knn,eccentricity,degree_denseRank,degree_reverseDenseRank,degree_percentRank,degree_averageRank,degree_reverseAverageRank,betweenness_denseRank,betweenness_reverseDenseRank,betweenness_percentRank,betweenness_averageRank,betweenness_reverseAverageRank,closeness_denseRank,closeness_reverseDenseRank,closeness_percentRank,closeness_averageRank,closeness_reverseAverageRank,pageRank_denseRank,pageRank_reverseDenseRank,pageRank_percentRank,pageRank_averageRank,pageRank_reverseAverageRank,transitivity_denseRank,transitivity_reverseDenseRank,transitivity_percentRank,transitivity_averageRank,transitivity_reverseAverageRank,triangleCount_denseRank,triangleCount_reverseDenseRank,triangleCount_percentRank,triangleCount_averageRank,triangleCount_reverseAverageRank,knn_denseRank,knn_reverseDenseRank,knn_percentRank,knn_averageRank,knn_reverseAverageRank,eccentricity_denseRank,eccentricity_reverseDenseRank,eccentricity_percentRank,eccentricity_averageRank,eccentricity_reverseAverageRank,tau,sentinel,sentinelVar
erdosrenyi39,erdosrenyi,,39,128,,,,,,,,,,,,,,0,7,26.3,0.013,0.0272,0.0476,1,6.6,3,5,5,0.45,23.5,16.5,30,8,0.82,32,8,13,8,0.55,22,18,20,13,0.66,26,14,2,18,0.05,4,36,2,10,0.05,7,33,5,12,0.26,13.5,26.5,1,2,0,16.5,23.5,0.5,2.86742,17.0869
erdosrenyi39,erdosrenyi,,39,128,,,,,,,,,,,,,,0,7,26.3,0.013,0.0272,0.0476,1,6.6,3,5,5,0.45,23.5,16.5,30,8,0.82,32,8,13,8,0.55,22,18,20,13,0.66,26,14,2,18,0.05,4,36,2,10,0.05,7,33,5,12,0.26,13.5,26.5,1,2,0,16.5,23.5,1,1.0375,1.29535
erdosrenyi39,erdosrenyi,,39,128,,,,,,,,,,,,,,0,7,26.3,0.013,0.0272,0.0476,1,6.6,3,5,5,0.45,23.5,16.5,30,8,0.82,32,8,13,8,0.55,22,18,20,13,0.66,26,14,2,18,0.05,4,36,2,10,0.05,7,33,5,12,0.26,13.5,26.5,1,2,0,16.5,23.5,5,0.15228,0.0107
erdosrenyi39,erdosrenyi,,39,128,,,,,,,,,,,,,,1,9,47.2,0.0139,0.0342,0.111,4,6.1,3,7,3,0.89,36,4,36,2,0.97,38,2,18,3,0.95,37,3,30,3,0.95,37,3,5,15,0.21,9.5,30.5,5,7,0.66,27.5,12.5,2,15,0.08,4,36,1,2,0,16.5,23.5,0.5,2.82261,16.11497
erdosrenyi39,erdosrenyi,,39,128,,,,,,,,,,,,,,1,9,47.2,0.0139,0.0342,0.111,4,6.1,3,7,3,0.89,36,4,36,2,0.97,38,2,18,3,0.95,37,3,30,3,0.95,37,3,5,15,0.21,9.5,30.5,5,7,0.66,27.5,12.5,2,15,0.08,4,36,1,2,0,16.5,23.5,1,0.88893,0.75938
erdosrenyi39,erdosrenyi,,39,128,,,,,,,,,,,,,,1,9,47.2,0.0139,0.0342,0.111,4,6.1,3,7,3,0.89,36,4,36,2,0.97,38,2,18,3,0.95,37,3,30,3,0.95,37,3,5,15,0.21,9.5,30.5,5,7,0.66,27.5,12.5,2,15,0.08,4,36,1,2,0,16.5,23.5,5,0.14158,0.00699
erdosrenyi39,erdosrenyi,,39,128,,,,,,,,,,,,,,2,3,2.9,0.0101,0.0142,0.333,1,6,4,1,9,0,1.5,38.5,2,36,0.03,2,38,1,20,0,1,39,2,31,0.03,2,38,19,1,0.97,38.5,1.5,2,10,0.05,7,33,1,16,0,2,38,2,1,0.84,36,4,0.5,4.24569,42.5618
erdosrenyi39,erdosrenyi,,39,128,,,,,,,,,,,,,,2,3,2.9,0.0101,0.0142,0.333,1,6,4,1,9,0,1.5,38.5,2,36,0.03,2,38,1,20,0,1,39,2,31,0.03,2,38,19,1,0.97,38.5,1.5,2,10,0.05,7,33,1,16,0,2,38,2,1,0.84,36,4,1,1.69772,9.29284
erdosrenyi39,erdosrenyi,,39,128,,,,,,,,,,,,,,2,3,2.9,0.0101,0.0142,0.333,1,6,4,1,9,0,1.5,38.5,2,36,0.03,2,38,1,20,0,1,39,2,31,0.03,2,38,19,1,0.97,38.5,1.5,2,10,0.05,7,33,1,16,0,2,38,2,1,0.84,36,4,5,0.30203,2.08121
erdosrenyi39,erdosrenyi,,39,128,,,,,,,,,,,,,,3,5,12.9,0.0122,0.0205,0.2,2,7.2,3,3,7,0.11,8.5,31.5,8,30,0.18,8,32,8,13,0.29,13,27,6,27,0.16,7,33,12,8,0.58,26,14,3,9,0.29,14.5,25.5,8,9,0.47,21,19,1,2,0,16.5,23.5,0.5,3.34804,26.08439
