graphName,type,version,totalNodes,totalEdges,communitySize,intra-degree,inter-degree,intra-degree_denseRank,intra-degree_reverseDenseRank,intra-degree_percentRank,intra-degree_averageRank,intra-degree_reverseAverageRank,inter-degree_denseRank,inter-degree_reverseDenseRank,inter-degree_percentRank,inter-degree_averageRank,inter-degree_reverseAverageRank,name,degree,betweenness,closeness,pageRank,transitivity,triangleCount,knn,eccentricity,degree_denseRank,degree_reverseDenseRank,degree_percentRank,degree_averageRank,degree_reverseAverageRank,betweenness_denseRank,betweenness_reverseDenseRank,betweenness_percentRank,betweenness_averageRank,betweenness_reverseAverageRank,closeness_denseRank,closeness_reverseDenseRank,closeness_percentRank,closeness_averageRank,closeness_reverseAverageRank,pageRank_denseRank,pageRank_reverseDenseRank,pageRank_percentRank,pageRank_averageRank,pageRank_reverseAverageRank,transitivity_denseRank,transitivity_reverseDenseRank,transitivity_percentRank,transitivity_averageRank,transitivity_reverseAverageRank,triangleCount_denseRank,triangleCount_reverseDenseRank,triangleCount_percentRank,triangleCount_averageRank,triangleCount_reverseAverageRank,knn_denseRank,knn_reverseDenseRank,knn_percentRank,knn_averageRank,knn_reverseAverageRank,eccentricity_denseRank,eccentricity_reverseDenseRank,eccentricity_percentRank,eccentricity_averageRank,eccentricity_reverseAverageRank,tau,sentinel,sentinelVar
erdosrenyi40,erdosrenyi,,40,146,,,,,,,,,,,,,,0,11,51.6,0.0145,0.0361,0.109,6,7.4,3,9,2,0.87,37,4,38,1,1,40,1,20,2,0.92,38,3,34,3,0.95,38,3,6,17,0.28,12,29,7,6,0.77,31.5,9.5,6,16,0.18,10.5,30.5,1,2,0,18.5,22.5,0.5,2.20134,10.19823
erdosrenyi40,erdosrenyi,,40,146,,,,,,,,,,,,,,0,11,51.6,0.0145,0.0361,0.109,6,7.4,3,9,2,0.87,37,4,38,1,1,40,1,20,2,0.92,38,3,34,3,0.95,38,3,6,17,0.28,12,29,7,6,0.77,31.5,9.5,6,16,0.18,10.5,30.5,1,2,0,18.5,22.5,1,0.77453,0.55258
erdosrenyi40,erdosrenyi,,40,146,,,,,,,,,,,,,,0,11,51.6,0.0145,0.0361,0.109,6,7.4,3,9,2,0.87,37,4,38,1,1,40,1,20,2,0.92,38,3,34,3,0.95,38,3,6,17,0.28,12,29,7,6,0.77,31.5,9.5,6,16,0.18,10.5,30.5,1,2,0,18.5,22.5,5,0.12436,0.00782
erdosrenyi40,erdosrenyi,,40,146,,,,,,,,,,,,,,1,5,9.2,0.0114,0.0187,0.2,2,7,3,3,8,0.08,7,34,7,32,0.21,9,32,4,18,0.08,4.5,36.5,8,29,0.21,9,32,14,9,0.56,25.5,15.5,3,10,0.21,11,30,3,19,0.05,3,38,1,2,0,18.5,22.5,0.5,3.38215,50.778
erdosrenyi40,erdosrenyi,,40,146,,,,,,,,,,,,,,1,5,9.2,0.0114,0.0187,0.2,2,7,3,3,8,0.08,7,34,7,32,0.21,9,32,4,18,0.08,4.5,36.5,8,29,0.21,9,32,14,9,0.56,25.5,15.5,3,10,0.21,11,30,3,19,0.05,3,38,1,2,0,18.5,22.5,1,1.17088,4.61909
erdosrenyi40,erdosrenyi,,40,146,,,,,,,,,,,,,,1,5,9.2,0.0114,0.0187,0.2,2,7,3,3,8,0.08,7,34,7,32,0.21,9,32,4,18,0.08,4.5,36.5,8,29,0.21,9,32,14,9,0.56,25.5,15.5,3,10,0.21,11,30,3,19,0.05,3,38,1,2,0,18.5,22.5,5,0.16392,0.01139
erdosrenyi40,erdosrenyi,,40,146,,,,,,,,,,,,,,2,6,12.4,0.0123,0.0212,0.0667,1,7.8,3,4,7,0.26,13.5,27.5,14,25,0.38,16,25,9,13,0.36,15,26,13,24,0.33,14,27,2,21,0.08,4,37,2,11,0.08,6,35,9,13,0.44,19,22,1,2,0,18.5,22.5,0.5,2.61288,16.88686
erdosrenyi40,erdosrenyi,,40,146,,,,,,,,,,,,,,2,6,12.4,0.0123,0.0212,0.0667,1,7.8,3,4,7,0.26,13.5,27.5,14,25,0.38,16,25,9,13,0.36,15,26,13,24,0.33,14,27,2,21,0.08,4,37,2,11,0.08,6,35,9,13,0.44,19,22,1,2,0,18.5,22.5,1,1.03297,5.69867
erdosrenyi40,erdosrenyi,,40,146,,,,,,,,,,,,,,2,6,12.4,0.0123,0.0212,0.0667,1,7.8,3,4,7,0.26,13.5,27.5,14,25,0.38,16,25,9,13,0.36,15,26,13,24,0.33,14,27,2,21,0.08,4,37,2,11,0.08,6,35,9,13,0.44,19,22,1,2,0,18.5,22.5,5,0.14283,0.00811
erdosrenyi40,erdosrenyi,,40,146,,,,,,,,,,,,,,3,7,11.4,0.0125,0.0239,0.238,5,8.6,3,5,6,0.41,20,21,13,26,0.36,15,26,10,12,0.38,17.5,23.5,16,21,0.41,17.5,23.5,15,8,0.72,29.5,11.5,6,7,0.59,27,14,17,5,0.79,32,9,1,2,0,18.5,22.5,0.5,2.4709,18.16662
erdosrenyi40,erdosrenyi,,40,146,,,,,,,,,,,,,,3,7,11.4,0.0125,0.0239,0.238,5,8.6,3,5,6,0.41,20,21,13,26,0.36,15,26,10,12,0.38,17.5,23.5,16,21,0.41,17.5,23.5,15,8,0.72,29.5,11.5,6,7,0.59,27,14,17,5,0.79,32,9,1,2,0,18.5,22.5,1,0.95935,2.39869
erdosrenyi40,erdosrenyi,,40,146,,,,,,,,,,,,,,3,7,11.4,0.0125,0.0239,0.238,5,8.6,3,5,6,0.41,20,21,13,26,0.36,15,26,10,12,0.38,17.5,23.5,16,21,0.41,17.5,23.5,15,8,0.72,29.5,11.5,6,7,0.59,27,14,17,5,0.79,32,9,1,2,0,18.5,22.5,5,0.14169,0.0085
erdosrenyi40,erdosrenyi,,40,146,,,,,,,,,,,,,,4,5,5.4,0.0109,0.0185,0.3,3,7.2,4,3,8,0.08,7,34,3,36,0.05,3.5,37.5,2,20,0.03,2,39,6,31,0.13,6,35,20,3,0.92,37.5,3.5,4,9,0.33,16.5,24.5,4,18,0.08,5,36,2,1,0.92,38.5,2.5,0.5,3.37298,36.52175
