graphName,type,version,totalNodes,totalEdges,communitySize,intra-degree,inter-degree,intra-degree_denseRank,intra-degree_reverseDenseRank,intra-degree_percentRank,intra-degree_averageRank,intra-degree_reverseAverageRank,inter-degree_denseRank,inter-degree_reverseDenseRank,inter-degree_percentRank,inter-degree_averageRank,inter-degree_reverseAverageRank,name,degree,betweenness,closeness,pageRank,transitivity,triangleCount,knn,eccentricity,degree_denseRank,degree_reverseDenseRank,degree_percentRank,degree_averageRank,degree_reverseAverageRank,betweenness_denseRank,betweenness_reverseDenseRank,betweenness_percentRank,betweenness_averageRank,betweenness_reverseAverageRank,closeness_denseRank,closeness_reverseDenseRank,closeness_percentRank,closeness_averageRank,closeness_reverseAverageRank,pageRank_denseRank,pageRank_reverseDenseRank,pageRank_percentRank,pageRank_averageRank,pageRank_reverseAverageRank,transitivity_denseRank,transitivity_reverseDenseRank,transitivity_percentRank,transitivity_averageRank,transitivity_reverseAverageRank,triangleCount_denseRank,triangleCount_reverseDenseRank,triangleCount_percentRank,triangleCount_averageRank,triangleCount_reverseAverageRank,knn_denseRank,knn_reverseDenseRank,knn_percentRank,knn_averageRank,knn_reverseAverageRank,eccentricity_denseRank,eccentricity_reverseDenseRank,eccentricity_percentRank,eccentricity_averageRank,eccentricity_reverseAverageRank,tau,sentinel,sentinelVar
erdosrenyi56,erdosrenyi,,56,230,,,,,,,,,,,,,,0,6,11,0.00813,0.0138,0.133,2,9.5,3,5,9,0.09,11,46,11,44,0.18,11.5,45.5,9,21,0.2,12.5,44.5,10,32,0.22,13,44,12,19,0.33,21,36,3,14,0.18,13.5,43.5,17,13,0.56,33.5,23.5,1,2,0,19,38,0.5,2.89576,30.21769
erdosrenyi56,erdosrenyi,,56,230,,,,,,,,,,,,,,0,6,11,0.00813,0.0138,0.133,2,9.5,3,5,9,0.09,11,46,11,44,0.18,11.5,45.5,9,21,0.2,12.5,44.5,10,32,0.22,13,44,12,19,0.33,21,36,3,14,0.18,13.5,43.5,17,13,0.56,33.5,23.5,1,2,0,19,38,1,1.14054,12.89019
erdosrenyi56,erdosrenyi,,56,230,,,,,,,,,,,,,,0,6,11,0.00813,0.0138,0.133,2,9.5,3,5,9,0.09,11,46,11,44,0.18,11.5,45.5,9,21,0.2,12.5,44.5,10,32,0.22,13,44,12,19,0.33,21,36,3,14,0.18,13.5,43.5,17,13,0.56,33.5,23.5,1,2,0,19,38,5,0.21664,0.13163
erdosrenyi56,erdosrenyi,,56,230,,,,,,,,,,,,,,1,6,7.8,0.0082,0.0134,0.333,5,11.2,4,5,9,0.09,11,46,7,48,0.11,7,50,10,20,0.24,14.5,42.5,6,36,0.09,7,50,28,3,0.91,52.5,4.5,6,11,0.44,29.5,27.5,29,1,1,56,1,2,1,0.67,47,10,0.5,2.42427,25.8393
erdosrenyi56,erdosrenyi,,56,230,,,,,,,,,,,,,,1,6,7.8,0.0082,0.0134,0.333,5,11.2,4,5,9,0.09,11,46,7,48,0.11,7,50,10,20,0.24,14.5,42.5,6,36,0.09,7,50,28,3,0.91,52.5,4.5,6,11,0.44,29.5,27.5,29,1,1,56,1,2,1,0.67,47,10,1,0.92818,1.70953
erdosrenyi56,erdosrenyi,,56,230,,,,,,,,,,,,,,1,6,7.8,0.0082,0.0134,0.333,5,11.2,4,5,9,0.09,11,46,7,48,0.11,7,50,10,20,0.24,14.5,42.5,6,36,0.09,7,50,28,3,0.91,52.5,4.5,6,11,0.44,29.5,27.5,29,1,1,56,1,2,1,0.67,47,10,5,0.20687,0.10431
erdosrenyi56,erdosrenyi,,56,230,,,,,,,,,,,,,,2,10,41.7,0.00917,0.021,0.178,8,9.5,3,9,5,0.67,41.5,15.5,38,17,0.71,40,17,22,8,0.75,42.5,14.5,28,14,0.67,39,18,18,13,0.56,33,24,9,8,0.76,44.5,12.5,17,13,0.56,33.5,23.5,1,2,0,19,38,0.5,1.8164,6.43969
erdosrenyi56,erdosrenyi,,56,230,,,,,,,,,,,,,,2,10,41.7,0.00917,0.021,0.178,8,9.5,3,9,5,0.67,41.5,15.5,38,17,0.71,40,17,22,8,0.75,42.5,14.5,28,14,0.67,39,18,18,13,0.56,33,24,9,8,0.76,44.5,12.5,17,13,0.56,33.5,23.5,1,2,0,19,38,1,0.74736,0.459
erdosrenyi56,erdosrenyi,,56,230,,,,,,,,,,,,,,2,10,41.7,0.00917,0.021,0.178,8,9.5,3,9,5,0.67,41.5,15.5,38,17,0.71,40,17,22,8,0.75,42.5,14.5,28,14,0.67,39,18,18,13,0.56,33,24,9,8,0.76,44.5,12.5,17,13,0.56,33.5,23.5,1,2,0,19,38,5,0.2073,0.14323
erdosrenyi56,erdosrenyi,,56,230,,,,,,,,,,,,,,3,11,38.9,0.00962,0.0225,0.2,11,10,3,10,4,0.82,48.5,8.5,36,19,0.67,38,19,26,4,0.93,52.5,4.5,32,10,0.82,46.5,10.5,21,10,0.69,40,17,12,5,0.91,51.5,5.5,22,8,0.8,46.5,10.5,1,2,0,19,38,0.5,1.71654,6.8016
