graphName,type,version,totalNodes,totalEdges,communitySize,intra-degree,inter-degree,intra-degree_denseRank,intra-degree_reverseDenseRank,intra-degree_percentRank,intra-degree_averageRank,intra-degree_reverseAverageRank,inter-degree_denseRank,inter-degree_reverseDenseRank,inter-degree_percentRank,inter-degree_averageRank,inter-degree_reverseAverageRank,name,degree,betweenness,closeness,pageRank,transitivity,triangleCount,knn,eccentricity,degree_denseRank,degree_reverseDenseRank,degree_percentRank,degree_averageRank,degree_reverseAverageRank,betweenness_denseRank,betweenness_reverseDenseRank,betweenness_percentRank,betweenness_averageRank,betweenness_reverseAverageRank,closeness_denseRank,closeness_reverseDenseRank,closeness_percentRank,closeness_averageRank,closeness_reverseAverageRank,pageRank_denseRank,pageRank_reverseDenseRank,pageRank_percentRank,pageRank_averageRank,pageRank_reverseAverageRank,transitivity_denseRank,transitivity_reverseDenseRank,transitivity_percentRank,transitivity_averageRank,transitivity_reverseAverageRank,triangleCount_denseRank,triangleCount_reverseDenseRank,triangleCount_percentRank,triangleCount_averageRank,triangleCount_reverseAverageRank,knn_denseRank,knn_reverseDenseRank,knn_percentRank,knn_averageRank,knn_reverseAverageRank,eccentricity_denseRank,eccentricity_reverseDenseRank,eccentricity_percentRank,eccentricity_averageRank,eccentricity_reverseAverageRank,tau,sentinel,sentinelVar
erdosrenyi35,erdosrenyi,,35,119,,,,,,,,,,,,,,0,3,1.7,0.0123,0.015,0,0,7.3,3,1,9,0,1.5,34.5,1,33,0,1,35,1,17,0,1,35,1,28,0,1.5,34.5,1,18,0,3.5,32.5,1,11,0,3.5,32.5,9,10,0.32,14.5,21.5,2,1,0.09,19.5,16.5,0.5,4.3219,78.23132
erdosrenyi35,erdosrenyi,,35,119,,,,,,,,,,,,,,0,3,1.7,0.0123,0.015,0,0,7.3,3,1,9,0,1.5,34.5,1,33,0,1,35,1,17,0,1,35,1,28,0,1.5,34.5,1,18,0,3.5,32.5,1,11,0,3.5,32.5,9,10,0.32,14.5,21.5,2,1,0.09,19.5,16.5,1,1.51418,6.72478
erdosrenyi35,erdosrenyi,,35,119,,,,,,,,,,,,,,0,3,1.7,0.0123,0.015,0,0,7.3,3,1,9,0,1.5,34.5,1,33,0,1,35,1,17,0,1,35,1,28,0,1.5,34.5,1,18,0,3.5,32.5,1,11,0,3.5,32.5,9,10,0.32,14.5,21.5,2,1,0.09,19.5,16.5,5,0.28816,1.8868
erdosrenyi35,erdosrenyi,,35,119,,,,,,,,,,,,,,1,8,22.7,0.0167,0.0326,0.179,5,7.8,2,6,4,0.71,27.5,8.5,27,7,0.82,29,7,15,3,0.91,32.5,3.5,21,8,0.76,27,9,8,11,0.59,21.5,14.5,6,6,0.68,26,10,13,6,0.71,26.5,9.5,1,2,0,2,34,0.5,2.27482,16.19446
erdosrenyi35,erdosrenyi,,35,119,,,,,,,,,,,,,,1,8,22.7,0.0167,0.0326,0.179,5,7.8,2,6,4,0.71,27.5,8.5,27,7,0.82,29,7,15,3,0.91,32.5,3.5,21,8,0.76,27,9,8,11,0.59,21.5,14.5,6,6,0.68,26,10,13,6,0.71,26.5,9.5,1,2,0,2,34,1,0.81616,0.54075
erdosrenyi35,erdosrenyi,,35,119,,,,,,,,,,,,,,1,8,22.7,0.0167,0.0326,0.179,5,7.8,2,6,4,0.71,27.5,8.5,27,7,0.82,29,7,15,3,0.91,32.5,3.5,21,8,0.76,27,9,8,11,0.59,21.5,14.5,6,6,0.68,26,10,13,6,0.71,26.5,9.5,1,2,0,2,34,5,0.13827,0.01092
erdosrenyi35,erdosrenyi,,35,119,,,,,,,,,,,,,,2,7,13.6,0.0152,0.0292,0.0952,2,7.3,3,5,5,0.38,19,17,13,21,0.35,13,23,11,7,0.53,20.5,15.5,14,15,0.47,17,19,2,17,0.18,7.5,28.5,3,9,0.21,10,26,9,10,0.32,14.5,21.5,2,1,0.09,19.5,16.5,0.5,2.52934,16.577
erdosrenyi35,erdosrenyi,,35,119,,,,,,,,,,,,,,2,7,13.6,0.0152,0.0292,0.0952,2,7.3,3,5,5,0.38,19,17,13,21,0.35,13,23,11,7,0.53,20.5,15.5,14,15,0.47,17,19,2,17,0.18,7.5,28.5,3,9,0.21,10,26,9,10,0.32,14.5,21.5,2,1,0.09,19.5,16.5,1,0.87677,0.98182
erdosrenyi35,erdosrenyi,,35,119,,,,,,,,,,,,,,2,7,13.6,0.0152,0.0292,0.0952,2,7.3,3,5,5,0.38,19,17,13,21,0.35,13,23,11,7,0.53,20.5,15.5,14,15,0.47,17,19,2,17,0.18,7.5,28.5,3,9,0.21,10,26,9,10,0.32,14.5,21.5,2,1,0.09,19.5,16.5,5,0.14297,0.00735
erdosrenyi35,erdosrenyi,,35,119,,,,,,,,,,,,,,3,6,11,0.0149,0.0255,0.267,4,8,3,4,6,0.21,10.5,25.5,10,24,0.26,10,26,10,8,0.38,16,20,7,22,0.24,9,27,15,4,0.88,31.5,4.5,5,7,0.47,20,16,14,5,0.82,29.5,6.5,2,1,0.09,19.5,16.5,0.5,2.37058,10.09407
erdosrenyi35,erdosrenyi,,35,119,,,,,,,,,,,,,,3,6,11,0.0149,0.0255,0.267,4,8,3,4,6,0.21,10.5,25.5,10,24,0.26,10,26,10,8,0.38,16,20,7,22,0.24,9,27,15,4,0.88,31.5,4.5,5,7,0.47,20,16,14,5,0.82,29.5,6.5,2,1,0.09,19.5,16.5,1,0.95639,1.65955
erdosrenyi35,erdosrenyi,,35,119,,,,,,,,,,,,,,3,6,11,0.0149,0.0255,0.267,4,8,3,4,6,0.21,10.5,25.5,10,24,0.26,10,26,10,8,0.38,16,20,7,22,0.24,9,27,15,4,0.88,31.5,4.5,5,7,0.47,20,16,14,5,0.82,29.5,6.5,2,1,0.09,19.5,16.5,5,0.15022,0.00753
